#,Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,BB%,K%,ISO,BABIP,AVG,OBP,SLG,OPS,wOBA,wRC+,ADP
322,Thomas Saggese,STL,61,228,211,51,11,1,5,24,24,12,58,3,3,1,5.10%,25.60%,0.137,0.305,0.241,0.287,0.378,0.665,0.289,86,618.7
323,Enrique Hernández,LAD,73,277,253,59,12,1,8,30,33,19,54,2,1,0,6.90%,19.50%,0.151,0.26,0.231,0.289,0.383,0.671,0.293,88,638.9
324,Eloy Jiménez,TBR,64,255,234,59,10,0,9,28,33,17,52,2,1,0,6.70%,20.20%,0.165,0.285,0.253,0.307,0.418,0.724,0.314,109,562.3
325,Tom Murphy,SFG,44,156,140,31,6,0,5,17,18,13,45,1,1,0,8.20%,28.80%,0.161,0.29,0.225,0.294,0.387,0.681,0.297,92,749
326,Jon Berti,CHC,49,186,168,41,6,1,2,22,14,14,41,2,10,2,7.50%,22.00%,0.085,0.312,0.246,0.308,0.331,0.639,0.284,83,673.2
327,Cole Young,SEA,33,134,120,28,6,0,2,14,12,11,25,1,3,1,8.10%,18.80%,0.11,0.279,0.236,0.304,0.346,0.65,0.288,93,999
328,Tommy Pham,PIT,113,477,430,106,21,1,11,55,50,40,107,4,11,4,8.40%,22.40%,0.136,0.3,0.246,0.314,0.381,0.695,0.306,93,416.6
329,Jesse Winker,NYM,103,408,349,79,14,1,11,47,40,50,87,6,5,2,12.20%,21.20%,0.138,0.267,0.225,0.329,0.364,0.693,0.309,101,406.5
330,Tyler Black,MIL,70,273,241,56,11,2,5,31,27,25,63,4,9,2,9.30%,22.90%,0.127,0.286,0.23,0.312,0.357,0.669,0.296,88,574
331,Amed Rosario,WSN,60,237,224,58,10,2,3,25,22,10,46,2,7,2,4.10%,19.20%,0.104,0.312,0.261,0.294,0.364,0.658,0.287,83,544.3
332,Connor Joe,SDP,81,318,280,63,12,1,9,36,32,32,72,5,3,1,9.90%,22.60%,0.143,0.27,0.225,0.312,0.368,0.68,0.301,96,642.7
333,Max Schuemann,ATH,40,151,133,29,5,1,3,17,12,12,39,3,4,1,8.20%,26.00%,0.123,0.285,0.22,0.299,0.344,0.642,0.286,89,622.4
334,Derek Hill,MIA,67,256,236,56,9,2,5,28,22,14,73,3,8,2,5.30%,28.70%,0.123,0.318,0.236,0.284,0.359,0.643,0.282,77,575.7
335,Bryan De La Cruz,ATL,62,254,235,60,12,1,7,30,30,16,63,1,2,1,6.10%,24.70%,0.153,0.312,0.253,0.301,0.407,0.708,0.307,95,481.5
336,Luis Matos,SFG,50,193,178,46,10,1,4,21,20,10,24,2,3,1,5.40%,12.50%,0.134,0.275,0.258,0.304,0.392,0.695,0.302,95,608.7
337,Stuart Fairchild,CIN,69,238,212,48,10,1,8,29,26,18,64,5,8,2,7.50%,27.00%,0.166,0.286,0.228,0.3,0.394,0.694,0.304,88,748.4
338,Coby Mayo,BAL,46,167,151,35,8,1,5,18,19,13,48,2,1,0,7.60%,28.40%,0.163,0.296,0.23,0.296,0.393,0.689,0.3,97,397.7
339,DJ LeMahieu,NYY,84,334,300,72,12,1,5,34,29,30,63,2,1,1,8.90%,18.80%,0.095,0.286,0.24,0.31,0.336,0.646,0.288,86,583.1
340,Jose Trevino,CIN,68,243,224,51,8,0,6,22,26,15,43,2,1,0,6.00%,17.60%,0.116,0.257,0.229,0.28,0.346,0.626,0.275,68,640.7
341,Davis Schneider,TOR,61,232,203,44,10,0,9,27,28,24,69,3,3,1,10.30%,29.70%,0.182,0.274,0.215,0.304,0.396,0.7,0.307,101,696.8
342,Rafael Marchán,PHI,38,139,126,29,6,0,2,13,14,9,24,2,1,0,6.80%,17.40%,0.11,0.266,0.231,0.292,0.342,0.633,0.28,77,739.5
343,Michael A. Taylor,CHW,53,187,170,36,7,1,6,21,19,14,60,1,5,1,7.40%,32.10%,0.159,0.285,0.213,0.277,0.372,0.649,0.284,83,727.2
344,Blake Sabol,BOS,18,61,55,13,2,0,2,7,7,5,18,1,1,0,7.80%,29.30%,0.156,0.3,0.228,0.296,0.384,0.68,0.297,87,751
345,Will Brennan,CLE,73,274,254,66,12,1,4,29,27,15,37,3,6,2,5.30%,13.50%,0.105,0.288,0.259,0.304,0.364,0.668,0.292,90,668.1
346,Tyler Heineman,TOR,47,152,134,27,5,0,2,13,10,12,34,2,2,1,7.80%,22.40%,0.081,0.248,0.198,0.272,0.279,0.551,0.249,60,999
347,Alex Jackson,NYY,40,133,121,24,5,0,5,13,15,9,40,2,0,0,6.70%,30.30%,0.159,0.25,0.197,0.264,0.356,0.62,0.272,75,748.5
348,Rob Refsnyder,BOS,62,234,206,52,9,1,7,28,26,22,57,4,3,1,9.20%,24.30%,0.15,0.314,0.252,0.331,0.402,0.733,0.322,104,732.1
349,David Hamilton,BOS,40,151,137,31,6,1,3,20,12,12,39,1,12,2,7.70%,25.90%,0.137,0.29,0.225,0.289,0.362,0.651,0.286,79,406.3
350,Pavin Smith,ARI,90,330,292,71,14,1,11,38,43,34,69,2,1,0,10.20%,20.80%,0.168,0.277,0.241,0.321,0.41,0.731,0.318,102,377.9
351,Adrian Del Castillo,ARI,45,173,157,36,8,1,5,18,21,13,45,2,1,0,7.60%,25.80%,0.147,0.282,0.226,0.29,0.373,0.663,0.289,83,472.7
352,Jared Triolo,PIT,66,254,228,54,11,1,5,28,24,22,66,2,5,1,8.50%,26.00%,0.117,0.312,0.238,0.307,0.355,0.662,0.293,84,602.9
353,Orelvis Martinez,TOR,57,217,199,43,10,0,8,22,27,14,58,3,1,0,6.60%,26.80%,0.172,0.262,0.217,0.276,0.388,0.664,0.287,87,570.8
354,Austin Martin,MIN,45,162,144,36,8,1,2,19,13,13,29,3,6,2,8.10%,17.90%,0.099,0.299,0.25,0.324,0.348,0.673,0.299,95,748.2
355,Darell Hernaiz,ATH,35,125,115,28,5,0,2,13,11,7,22,1,2,1,5.50%,18.00%,0.105,0.284,0.244,0.29,0.349,0.639,0.28,85,750.8
356,Oswald Peraza,NYY,51,194,177,40,7,1,4,22,17,12,46,3,7,2,6.30%,23.90%,0.123,0.278,0.225,0.284,0.348,0.632,0.278,80,713.9
357,Jose Miranda,MIN,89,355,329,83,17,0,10,37,40,19,55,5,2,1,5.30%,15.50%,0.142,0.274,0.251,0.299,0.393,0.692,0.301,96,362.8
358,Andy Ibáñez,DET,59,209,192,45,9,1,6,22,22,14,43,2,2,1,6.60%,20.50%,0.141,0.274,0.236,0.292,0.377,0.669,0.293,91,747.9
359,Whit Merrifield,,51,203,186,46,9,1,3,24,17,13,35,1,9,2,6.50%,17.30%,0.104,0.29,0.248,0.299,0.352,0.651,0.287,84,741
360,Riley Adams,WSN,33,120,108,23,5,0,3,11,13,9,36,3,0,0,7.40%,30.30%,0.136,0.284,0.211,0.286,0.347,0.633,0.281,79,750.2
361,Drake Baldwin,ATL,33,127,115,27,5,0,3,13,13,10,28,1,0,0,8.00%,21.90%,0.118,0.285,0.234,0.3,0.352,0.653,0.288,82,999
362,Noelvi Marte,CIN,51,199,184,45,9,1,6,23,23,12,50,2,6,2,5.90%,25.00%,0.15,0.302,0.244,0.295,0.394,0.689,0.299,85,407.4
363,Matt Thaiss,CHW,41,149,131,27,5,0,4,14,14,16,39,1,1,0,10.80%,26.30%,0.124,0.257,0.203,0.294,0.327,0.621,0.278,79,999
364,Carlos Narvaez,BOS,56,191,171,36,7,0,4,19,18,17,57,2,2,0,8.70%,29.80%,0.118,0.284,0.208,0.285,0.326,0.612,0.272,69,737.7
365,Gabriel Arias,CLE,45,164,152,35,7,0,4,18,17,10,48,2,3,1,6.00%,29.10%,0.129,0.31,0.232,0.284,0.362,0.646,0.283,84,737.5
366,Dylan Carlson,BAL,37,136,120,28,6,1,3,15,14,12,31,2,1,0,8.80%,22.90%,0.143,0.282,0.233,0.31,0.375,0.686,0.301,98,739.5
367,Brett Baty,NYM,40,157,141,32,6,0,4,16,16,13,41,1,1,0,8.20%,26.00%,0.131,0.287,0.226,0.296,0.357,0.653,0.288,87,573.4
368,Chandler Simpson,TBR,19,76,70,19,3,0,0,9,5,5,9,0,6,1,6.00%,12.20%,0.073,0.306,0.271,0.316,0.344,0.66,0.29,92,999
369,Mauricio Dubón,HOU,96,365,343,84,15,1,6,36,34,15,52,2,4,1,4.20%,14.10%,0.101,0.272,0.245,0.28,0.346,0.625,0.273,78,482.5
370,Santiago Espinal,CIN,65,237,219,55,10,1,3,24,23,14,35,2,4,2,5.90%,14.60%,0.101,0.285,0.253,0.301,0.354,0.655,0.288,77,666.8
371,Jason Heyward,SDP,89,325,290,65,13,1,10,36,35,27,68,4,4,1,8.40%,20.90%,0.152,0.258,0.224,0.297,0.376,0.673,0.295,92,670.2
372,Mark Canha,MIL,66,263,227,55,10,1,5,29,27,25,52,9,3,1,9.40%,19.90%,0.123,0.288,0.24,0.335,0.363,0.697,0.312,99,637.9
373,Ronny Mauricio,NYM,28,112,105,25,5,0,3,13,11,6,26,1,4,1,5.10%,22.90%,0.139,0.294,0.243,0.285,0.382,0.667,0.288,87,560.7
374,Luisangel Acuña,NYM,44,183,171,41,7,1,3,21,15,9,38,1,9,1,5.10%,20.60%,0.099,0.291,0.24,0.281,0.34,0.621,0.273,77,404.9
375,Anthony Rendon,LAA,18,73,64,16,3,0,1,8,7,7,12,1,1,0,10.10%,16.20%,0.125,0.277,0.244,0.33,0.369,0.699,0.311,101,748.7
376,Miguel Rojas,LAD,52,194,176,44,8,1,2,21,17,11,24,2,4,1,5.60%,12.50%,0.081,0.28,0.251,0.299,0.332,0.631,0.28,80,712.6
377,Will Benson,CIN,58,210,183,38,8,1,8,27,23,24,73,2,9,2,11.20%,34.80%,0.181,0.293,0.206,0.302,0.388,0.69,0.302,87,639.5
378,Addison Barger,TOR,41,152,138,32,7,1,4,17,17,11,41,2,1,0,7.40%,26.80%,0.155,0.29,0.228,0.292,0.384,0.676,0.295,92,669.9
379,Andruw Monasterio,MIL,40,141,127,29,6,1,3,15,14,12,35,1,4,1,8.30%,24.90%,0.122,0.292,0.23,0.299,0.351,0.651,0.288,83,999
380,Alex Call,WSN,61,233,205,45,9,1,6,26,23,23,47,3,6,2,9.70%,20.30%,0.138,0.258,0.222,0.307,0.359,0.666,0.296,89,733.2
381,Christian Bethancourt,TOR,29,100,94,20,4,0,3,10,11,5,27,1,1,0,4.60%,27.00%,0.142,0.269,0.217,0.257,0.359,0.616,0.268,73,999
382,Spencer Torkelson,DET,63,257,228,51,11,0,9,28,31,24,68,3,1,0,9.40%,26.40%,0.179,0.27,0.222,0.303,0.401,0.703,0.308,101,450.1
383,Samuel Basallo,BAL,19,51,47,12,2,0,1,6,6,3,11,0,1,0,6.60%,22.50%,0.149,0.296,0.247,0.299,0.396,0.695,0.301,98,999
384,Jose Iglesias,SDP,66,253,235,62,11,1,2,26,23,9,41,4,3,1,3.50%,16.20%,0.084,0.312,0.265,0.301,0.35,0.65,0.286,83,717.1
385,Nick Senzel,CHW,27,104,93,22,4,0,3,12,11,8,23,1,2,1,8.10%,21.80%,0.134,0.279,0.233,0.301,0.368,0.669,0.295,89,750.3
386,Josh Bell,WSN,133,555,492,119,22,1,17,57,67,52,112,4,1,0,9.50%,20.10%,0.149,0.277,0.241,0.317,0.39,0.707,0.31,99,331
387,Abraham Toro,BOS,26,97,88,21,5,1,2,11,11,7,17,1,1,0,6.90%,17.70%,0.144,0.275,0.243,0.304,0.387,0.691,0.301,90,750.7
388,Daniel Schneemann,CLE,42,152,136,30,6,1,3,16,14,14,41,1,3,1,8.90%,27.00%,0.12,0.29,0.22,0.293,0.341,0.634,0.281,83,744.1
389,Chase DeLauter,CLE,41,164,151,38,8,0,4,17,18,10,29,1,2,0,6.30%,17.70%,0.136,0.282,0.248,0.3,0.384,0.684,0.297,94,999
390,Ben Rice,NYY,26,97,86,20,4,0,4,12,12,9,24,1,1,0,9.70%,24.30%,0.189,0.268,0.229,0.314,0.419,0.732,0.319,109,511.2
391,Casey Schmitt,SFG,31,110,102,24,5,0,3,12,12,6,26,1,1,0,5.30%,23.40%,0.146,0.286,0.238,0.285,0.384,0.669,0.29,87,746.3
392,Brett Wisely,SFG,46,163,148,33,7,1,3,17,15,12,39,1,3,1,7.10%,23.90%,0.123,0.281,0.226,0.285,0.349,0.634,0.279,79,750
393,Austin Barnes,LAD,41,146,129,27,5,0,2,15,12,12,34,1,2,1,8.00%,23.00%,0.088,0.269,0.213,0.284,0.301,0.584,0.263,68,741.7
394,Nick Allen,ATL,37,134,122,30,5,1,1,15,10,8,21,1,3,1,6.00%,15.90%,0.083,0.286,0.245,0.294,0.328,0.622,0.275,74,748.3
395,Jared Serna,MIA,26,104,96,23,5,0,2,11,11,6,20,1,2,0,5.90%,19.60%,0.127,0.285,0.243,0.295,0.37,0.665,0.291,83,999
396,Travis Bazzana,CLE,38,148,133,28,6,0,4,15,15,12,43,2,2,0,8.00%,28.80%,0.133,0.279,0.212,0.283,0.345,0.628,0.277,80,999
397,Drew Millas,WSN,20,72,66,16,3,0,1,7,7,5,15,0,1,0,7.20%,20.30%,0.102,0.291,0.239,0.298,0.342,0.639,0.282,80,748.8
398,Cavan Biggio,KCR,29,104,90,19,4,1,2,12,9,12,29,2,2,0,11.10%,27.80%,0.133,0.287,0.215,0.313,0.348,0.661,0.295,87,999
399,Leo Rivas,SEA,24,82,72,15,3,0,1,8,5,8,21,1,3,1,10.10%,25.70%,0.086,0.289,0.215,0.3,0.3,0.6,0.271,81,999
400,Alan Roden,TOR,24,95,85,22,4,0,2,11,9,8,16,2,2,0,8.10%,16.30%,0.113,0.291,0.253,0.325,0.366,0.691,0.305,100,999
401,Matt Carpenter,,38,133,116,23,5,0,4,14,14,14,41,2,1,0,10.30%,31.10%,0.154,0.257,0.194,0.287,0.348,0.635,0.282,81,999
402,Vaughn Grissom,BOS,22,84,76,20,4,0,1,9,8,6,16,1,2,1,6.90%,19.30%,0.107,0.31,0.259,0.319,0.365,0.684,0.302,90,576.6
403,Kyle Farmer,COL,78,275,249,63,12,1,6,29,28,16,55,6,4,2,5.90%,20.10%,0.124,0.303,0.254,0.313,0.379,0.691,0.304,81,635.2
404,Manuel Margot,MIL,24,88,81,21,4,0,2,10,10,5,14,1,2,1,6.20%,16.20%,0.135,0.287,0.257,0.307,0.392,0.699,0.305,95,743.6
405,Henry Davis,PIT,30,112,100,22,4,0,3,12,11,9,30,2,2,1,8.10%,27.00%,0.139,0.286,0.222,0.3,0.361,0.661,0.292,83,509.9
406,Yan Gomes,,21,73,67,16,3,0,2,7,8,3,18,1,0,0,4.30%,24.30%,0.134,0.288,0.234,0.276,0.369,0.645,0.281,80,999
407,Liam Hicks,MIA,27,102,90,21,5,0,1,9,9,9,17,2,1,0,8.70%,16.90%,0.093,0.277,0.235,0.313,0.328,0.641,0.287,80,747.7
408,Romy Gonzalez,BOS,34,115,106,26,5,1,4,15,12,7,33,1,4,1,6.00%,28.70%,0.155,0.316,0.243,0.293,0.397,0.69,0.3,89,651.8
409,Garrett Hampson,ARI,78,185,168,40,8,1,2,21,15,13,48,1,7,1,6.90%,25.80%,0.103,0.312,0.235,0.292,0.338,0.63,0.278,75,749.5
410,Eric Haase,MIL,40,138,127,26,5,0,4,12,16,9,47,1,1,0,6.40%,34.00%,0.136,0.284,0.203,0.258,0.339,0.597,0.262,66,722.7
411,Nacho Alvarez Jr.,ATL,14,55,50,13,2,0,1,6,5,5,11,1,1,0,8.30%,19.40%,0.102,0.309,0.256,0.326,0.358,0.684,0.303,93,738.2
412,Enmanuel Valdez,PIT,35,124,113,25,6,0,4,13,14,10,30,1,1,0,7.70%,24.20%,0.154,0.267,0.222,0.286,0.376,0.662,0.289,82,749.2
413,Ji Hwan Bae,PIT,23,83,75,19,3,1,1,10,6,7,20,1,4,1,8.00%,24.00%,0.1,0.32,0.246,0.311,0.347,0.658,0.291,83,749.3
414,Sam Huff,SFG,15,44,40,9,2,0,1,4,4,3,15,0,0,0,6.30%,33.70%,0.126,0.302,0.212,0.267,0.338,0.606,0.266,70,743.7
415,Andrew McCutchen,PIT,107,457,399,92,18,1,14,52,52,50,110,4,5,2,10.90%,24.00%,0.157,0.281,0.231,0.321,0.388,0.709,0.313,98,605.8
416,Dominic Canzone,SEA,35,124,113,25,5,0,4,12,15,9,29,1,1,0,7.30%,23.60%,0.156,0.263,0.224,0.284,0.38,0.665,0.289,93,746.2
417,Emmanuel Rodriguez,MIN,16,59,51,11,2,0,2,7,6,8,20,0,1,0,12.70%,33.80%,0.16,0.311,0.214,0.319,0.373,0.693,0.307,100,999
418,Moises Ballesteros,CHC,13,41,38,9,2,0,1,4,5,3,8,0,0,0,7.00%,20.50%,0.139,0.289,0.246,0.302,0.385,0.687,0.299,93,999
419,Nick Loftin,KCR,35,128,116,28,5,1,2,13,12,9,21,1,2,1,7.10%,16.80%,0.102,0.279,0.241,0.3,0.342,0.642,0.284,79,750.8
420,Kevin Alcántara,CHC,14,53,49,12,2,0,1,6,6,3,15,0,1,0,6.30%,28.60%,0.126,0.319,0.239,0.291,0.366,0.657,0.287,86,685.1
421,Marcelo Mayer,BOS,12,49,45,11,3,0,1,6,5,4,12,0,1,0,7.50%,24.20%,0.145,0.307,0.245,0.305,0.389,0.694,0.302,90,999
422,Jack Suwinski,PIT,36,137,121,26,6,0,5,16,17,14,42,1,3,1,10.40%,30.20%,0.181,0.276,0.214,0.302,0.395,0.696,0.304,91,664.4
423,Jhonny Pereda,ATH,28,89,81,18,3,0,1,8,7,6,20,0,0,0,7.20%,22.20%,0.083,0.279,0.223,0.282,0.306,0.588,0.262,72,749.4
424,Luke Keaschall,MIN,13,52,46,11,2,0,1,6,5,4,11,1,1,0,7.70%,21.60%,0.142,0.294,0.246,0.313,0.388,0.701,0.306,100,999
425,Hunter Goodman,COL,82,312,288,69,15,1,13,35,42,18,86,4,2,1,5.70%,27.60%,0.197,0.293,0.239,0.289,0.437,0.726,0.312,87,338.3
426,James Outman,LAD,30,115,101,21,4,1,3,14,12,11,36,2,3,1,9.50%,31.60%,0.153,0.284,0.208,0.294,0.361,0.655,0.289,86,695
427,Curt Casali,ATL,20,66,57,12,2,0,1,6,6,6,16,1,0,0,9.30%,24.40%,0.103,0.269,0.21,0.296,0.313,0.609,0.274,73,999
428,Eguy Rosario,SDP,68,219,201,45,9,1,6,25,22,14,58,2,6,2,6.60%,26.60%,0.143,0.279,0.222,0.278,0.364,0.642,0.28,82,660.2
429,Wade Meckler,SFG,10,36,33,9,2,0,0,4,3,3,7,0,1,0,7.50%,19.20%,0.108,0.326,0.269,0.328,0.377,0.705,0.31,100,750.5
430,Drew Waters,KCR,31,115,104,24,5,1,2,13,11,9,35,1,3,1,8.00%,30.60%,0.138,0.317,0.228,0.296,0.366,0.662,0.29,83,999
431,Miguel Andujar,ATH,73,303,283,72,13,1,6,31,29,15,41,2,3,1,5.10%,13.70%,0.118,0.276,0.254,0.295,0.373,0.668,0.291,92,612.5
432,Jake Mangum,TBR,39,154,145,35,7,1,1,15,13,6,31,2,4,1,4.00%,20.50%,0.09,0.299,0.242,0.28,0.332,0.612,0.269,77,999
433,Brandon Drury,CHW,68,274,251,57,11,0,8,28,31,18,63,3,1,0,6.50%,23.10%,0.149,0.27,0.229,0.286,0.378,0.664,0.29,87,679.4
434,Aledmys Díaz,,29,107,99,23,5,0,2,11,11,5,21,2,1,0,4.80%,19.70%,0.123,0.272,0.233,0.28,0.356,0.636,0.279,78,999
435,Jhonkensy Noel,CLE,96,365,335,76,15,1,14,38,47,21,101,6,1,0,5.80%,27.70%,0.173,0.28,0.226,0.282,0.399,0.681,0.295,93,388.5
436,José Fermín,STL,17,47,42,10,2,0,1,5,4,4,6,1,2,0,7.80%,13.10%,0.106,0.272,0.247,0.316,0.353,0.669,0.297,91,999
437,Nathan Lukes,TOR,29,102,93,24,4,0,1,11,9,7,18,1,1,0,7.00%,17.40%,0.1,0.3,0.255,0.312,0.354,0.666,0.294,92,745.2
438,Korey Lee,CHW,63,222,208,44,8,1,5,21,21,11,65,2,4,1,5.10%,29.50%,0.122,0.282,0.213,0.257,0.335,0.592,0.259,66,580.2
439,Joey Gallo,CHW,54,202,172,31,6,0,10,23,27,27,76,2,1,0,13.10%,37.50%,0.209,0.244,0.182,0.297,0.39,0.687,0.302,96,729.6
440,Joshua Palacios,PIT,44,159,143,35,7,1,4,18,16,12,34,2,3,1,7.40%,21.40%,0.13,0.291,0.242,0.307,0.372,0.679,0.298,88,746
441,Omar Narváez,CHW,18,58,52,11,2,0,1,5,5,5,12,1,0,0,8.30%,20.60%,0.099,0.25,0.21,0.282,0.309,0.59,0.264,69,999
442,Jonah Bride,MIA,104,415,363,87,17,1,8,43,40,40,81,7,2,1,9.70%,19.50%,0.122,0.285,0.24,0.325,0.362,0.686,0.305,92,458.5
