#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2
497,Ashton Goudeau,623485,623485,15139,10742,,COL,RP,RP,Goudeau,Ashton,,
498,Josh Lester,623507,623507,17737,10546,*03qqr*,FA,3B,3B,Lester,Josh,,
499,David Bote,623520,623520,14593,9607,*02n8i*,LAD,3B,2B/3B,Bote,David,Bote,David
500,Anthony Santander,623993,623993,14551,9599,*02w16*,TOR,OF,OF,Santander,Anthony,Santander,Anthony
501,Ranger Suarez,624133,624133,17277,9840,*03et8*,PHI,SP,SP,Suarez,Ranger,Suárez,Ranger
502,Pete Alonso,624413,624413,19251,10312,*041pz*,NYM,1B,1B,Alonso,Pete,Alonso,Pete
503,Cavan Biggio,624415,624415,19252,10160,*041rv*,KC,1B/2B/ 3B/OF,1B/2B/ 3B/OF,Biggio,Cavan,Biggio,Cavan
504,Ryan Castellani,624418,624418,16377,10458,,ATH,RP,RP,Castellani,Ryan,,
505,Jose Trevino,624431,624431,16725,9862,*03df0*,CIN,C,C,Trevino,Jose,Trevino,Jose
506,Nick Gordon,624503,624503,16337,9786,*03c7z*,BAL,OF,OF,Gordon,Nick,Gordon,Nick
507,Keegan Thompson,624522,624522,19795,10919,*04efn*,CHC,RP,RP,Thompson,Keegan,Thompson,Keegan
508,Riley Unroe,624523,624523,sa737614,10534,,DET,2B,2B,Unroe,Riley,Unroe,Riley
509,Edmundo Sosa,624641,624641,17022,9557,*02zpf*,PHI,2B/SS/ 3B,2B/SS/ 3B,Sosa,Edmundo,Sosa,Edmundo
510,Victor Gonzalez,624647,624647,16408,10703,*03aqt*,LAA,RP,RP,Gonzalez,Victor,González,Victor
511,Erick Mejia,625510,625510,15817,9950,,WSH,SS,SS,Mejia,Erick,Mejia,Erick
512,Darien Nunez,628345,628345,21197,11235,*03xla*,LAD,RP,RP,Nunez,Darien,,
513,Andy Ibanez,628451,628451,18819,10979,*03mm4*,DET,2B,1B/2B/ 3B,Ibanez,Andy,Ibáñez,Andy
514,Yunior Marte,628708,628708,14416,11122,*03yxa*,SEA,RP,RP,Marte,Yunior,Marte,Yunior
515,Johan Quezada,629498,629498,20643,10843,,MIA,RP,RP,Quezada,Johan,,
516,Jake Cronenworth,630105,630105,18036,10766,*03qmh*,SD,1B/2B,1B/2B,Cronenworth,Jake,Cronenworth,Jake
517,Kyle Finnegan,640448,640448,15009,10792,*031bl*,WSH,RP,RP,Finnegan,Kyle,Finnegan,Kyle
518,Hunter Harvey,640451,640451,15507,8633,*0310c*,KC,RP,RP,Harvey,Hunter,Harvey,Hunter
519,Matt Krook,640454,640454,19315,11314,*0310j*,ATH,RP,RP,Krook,Matt,Krook,Matt
520,Austin Meadows,640457,640457,15672,9783,,FA,DH,DH,Meadows,Austin,,
521,Óscar Mercado,640458,640458,16375,9846,*02k19*,PHI,OF,OF,Mercado,Óscar,Mercado,Óscar
522,Brian Navarreto,640459,640459,16398,10835,,MIA,C,C,Navarreto,Brian,Navarreto,Brian
523,A.J. Puk,640462,640462,19343,9792,*03yso*,ARI,RP,RP,Puk,A.J.,Puk,A.J.
524,Adbert Alzolay,640470,640470,17859,9886,*03aqz*,NYM,RP,RP,Alzolay,Adbert,Alzolay,Adbert
525,Jose Azocar,640492,640492,18821,11446,*03yux*,NYM,OF,OF,Azocar,Jose,Azocar,José
526,Jhonny Pereda,640902,640902,19802,11066,*04yd8*,ATH,C,C,Pereda,Jhonny,Pereda,Jhonny
527,Pablo Lopez,641154,641154,17085,9876,*043f9*,MIN,SP,SP,Lopez,Pablo,López,Pablo
528,Tyler Alexander,641302,641302,17735,10646,*0376h*,MIL,RP,RP,Alexander,Tyler,Alexander,Tyler
529,Shaun Anderson,641312,641312,19453,10333,,LAA,RP,RP,Anderson,Shaun,Anderson,Shaun
530,Bryan Baker,641329,641329,19804,10853,*041w4*,BAL,RP,RP,Baker,Bryan,Baker,Bryan
531,Jake Bauers,641343,641343,15194,9788,*0316v*,MIL,1B,1B/OF,Bauers,Jake,Bauers,Jake
532,Phil Bickford,641360,641360,18519,10989,*03109*,CHC,RP,RP,Bickford,Phil,Bickford,Phil
533,Ben Bowden,641386,641386,20198,10741,*041px*,ATH,RP,RP,Bowden,Ben,Bowden,Ben
534,Connor Brogdon,641401,641401,21205,11019,*04ek8*,LAA,RP,RP,Brogdon,Connor,Brogdon,Connor
535,Alan Busenitz,641427,641427,15239,9685,*031hh*,CIN,RP,RP,Busenitz,Alan,Busenitz,Alan
536,Willie Calhoun,641432,641432,17838,9768,*0315r*,FA,DH,DH,Calhoun,Willie,,
537,Zack Collins,641470,641470,19181,9796,,FA,C,C,Collins,Zack,,
538,Nestor Cortes,641482,641482,17874,9934,*03bin*,MIL,SP,SP,Cortes,Nestor,Cortes,Nestor
539,Jason Delay,641511,641511,19806,11495,*041w5*,PIT,C,C,Delay,Jason,Delay,Jason
540,Dane Dunning,641540,641540,19409,10174,*041m9*,TEX,RP,RP,Dunning,Dane,Dunning,Dane
541,J.C. Escarra,641555,641555,sa738605,12242,*04ent*,NYY,1B,1B,Escarra,J.C.,Escarra,J.C.
542,Bernardo Flores Jr.,641576,641576,19561,10728,*041td*,CHW,RP,RP,Flores Jr.,Bernardo,Flores Jr.,Bernardo
543,Jake Fraley,641584,641584,19260,10225,*041qd*,CIN,OF,OF,Fraley,Jake,Fraley,Jake
544,J.P. France,641585,641585,21212,11716,*04py3*,HOU,RP,RP,France,J.P.,France,J.P.
545,Luis Guillorme,641645,641645,16451,9870,*0317b*,HOU,2B,2B/SS/ 3B,Guillorme,Luis,Guillorme,Luis
546,Ian Hamilton,641656,641656,19261,10087,*041w8*,NYY,RP,RP,Hamilton,Ian,Hamilton,Ian
547,Garrett Hampson,641658,641658,19262,9983,*041qk*,ARI,2B/SS/ OF,2B/SS/ OF,Hampson,Garrett,Hampson,Garrett
548,Thomas Hatch,641672,641672,19264,10782,,KC,RP,RP,Hatch,Thomas,Hatch,Thomas
549,Ryan Hendrix,641682,641682,19535,10750,,KC,RP,RP,Hendrix,Ryan,,
550,Dakota Hudson,641712,641712,19206,10064,*041md*,LAA,RP,RP,Hudson,Dakota,Hudson,Dakota
551,Daulton Jefferies,641726,641726,19345,10179,*041pp*,PIT,RP,RP,Jefferies,Daulton,,
552,Rob Kaminsky,641739,641739,15792,10890,,STL,RP,RP,Kaminsky,Rob,Kaminsky,Rob
553,Anthony Kay,641743,641743,20387,10694,,ATH,RP,RP,Kay,Anthony,,
554,Brad Keller,641745,641745,15734,9936,*0312l*,CHC,RP,RP,Keller,Brad,Keller,Brad
555,Tyler Kinley,641755,641755,18297,9938,*0313t*,COL,RP,RP,Kinley,Tyler,Kinley,Tyler
556,Eric Lauer,641778,641778,19316,10024,*031ey*,TOR,SP,SP,Lauer,Eric,Lauer,Eric
557,Charles Leblanc,641779,641779,19813,11520,*041r7*,ATL,2B,2B/3B,Leblanc,Charles,Leblanc,Charles
558,Zack Littell,641793,641793,15823,9860,*031d4*,TB,SP,SP,Littell,Zack,Littell,Zack
559,Tim Locastro,641796,641796,15124,9773,,SD,OF,OF,Locastro,Tim,Locastro,Tim
560,Tyler Mahle,641816,641816,16358,9742,*0312g*,TEX,SP,SP,Mahle,Tyler,Mahle,Tyler
561,Jason Martin,641829,641829,16429,10475,*0374g*,FA,OF,OF,Martin,Jason,,
562,Tim Mayza,641835,641835,15042,9339,*031dd*,PIT,RP,RP,Mayza,Tim,Mayza,Tim
563,Keynan Middleton,641871,641871,15264,9532,*031av*,FA,RP,RP,Middleton,Keynan,,
564,Patrick Murphy,641907,641907,19712,10493,*031au*,TEX,RP,RP,Murphy,Patrick,Murphy,Patrick
565,Bailey Ober,641927,641927,21224,11159,*0425t*,MIN,SP,SP,Ober,Bailey,Ober,Bailey
566,Tyler O’Neill,641933,641933,15711,9789,*02yk4*,BAL,OF,OF,O’Neill,Tyler,O’Neill,Tyler
567,Emilio Pagan,641941,641941,14771,9652,*031cy*,CIN,RP,RP,Pagan,Emilio,Pagán,Emilio
568,Joshua Palacios,641943,641943,19818,10852,*041ra*,PIT,OF,OF,Palacios,Joshua,Palacios,Joshua
569,Daniel Robert,642016,642016,21229,11433,*04et8*,TEX,RP,RP,Robert,Daniel,Robert,Daniel
570,Chuckie Robinson,642020,642020,19824,11532,*04244*,LAA,C,C,Robinson,Chuckie,Robinson,Chuckie
571,Tayler Saucedo,642048,642048,17888,11221,*03qx9*,SEA,RP,RP,Saucedo,Tayler,Saucedo,Tayler
572,Gabe Speier,642100,642100,17170,10688,*031fj*,SEA,RP,RP,Speier,Gabe,Speier,Gabe
573,Cole Sulser,642121,642121,15256,10684,*031hc*,TB,RP,RP,Sulser,Cole,Sulser,Cole
574,Matt Thaiss,642136,642136,19318,10286,*04053*,CHW,C,C,Thaiss,Matt,Thaiss,Matt
575,Cody Thomas,642137,642137,19828,11053,,TEX,OF,OF,Thomas,Cody,Thomas,Cody
576,Lou Trivino,642152,642152,15043,9885,*031d9*,SF,RP,RP,Trivino,Lou,Trivino,Lou
577,Jamie Westbrook,642197,642197,15504,10228,*0345w*,TB,OF,OF,Westbrook,Jamie,Westbrook,Jamie
578,Eli White,642201,642201,19346,10821,*041w3*,ATL,OF,OF,White,Eli,White,Eli
579,Devin Williams,642207,642207,15816,10665,*0311c*,NYY,RP,RP,Williams,Devin,Williams,Devin
580,Weston Wilson,642215,642215,19358,11840,*0420h*,PHI,OF,2B/3B/ OF,Wilson,Weston,Wilson,Weston
581,Allan Winans,642216,642216,21238,11829,*04pzz*,NYY,RP,RP,Winans,Allan,Winans,Allan
582,Jimmy Yacabonis,642231,642231,15157,9675,,NYM,RP,RP,Yacabonis,Jimmy,,
583,Ryan Yarbrough,642232,642232,16502,9807,*0314j*,TOR,RP,RP,Yarbrough,Ryan,Yarbrough,Ryan
584,Jose Siri,642350,642350,17452,9907,*039vx*,NYM,OF,OF,Siri,Jose,Siri,Jose
585,Gregory Soto,642397,642397,19677,9892,*04aok*,BAL,RP,RP,Soto,Gregory,Soto,Gregory
586,Gerson Garabito,642520,642520,19835,12092,*03mey*,TEX,RP,RP,Garabito,Gerson,Garabito,Gerson
587,Jonathan Loaisiga,642528,642528,19753,9897,*03db4*,NYY,RP,RP,Loaisiga,Jonathan,Loáisiga,Jonathan
588,Jonathan Hernandez,642546,642546,17464,9864,*03mgq*,TB,RP,RP,Hernandez,Jonathan,Hernández,Jonathan
589,Freddy Peralta,642547,642547,18679,9915,*03dc4*,MIL,SP,SP,Peralta,Freddy,Peralta,Freddy
590,Gerson Moreno,642575,642575,sa736656,9891,,ATH,RP,RP,Moreno,Gerson,Moreno,Gerson
591,Felix Bautista,642585,642585,20666,11379,*05t64*,BAL,RP,RP,Bautista,Felix,Bautista,Félix
592,Cristofer Ogando,642657,642657,20667,11508,,TB,RP,RP,Ogando,Cristofer,,
593,Dennis Santana,642701,642701,17878,9917,*046yd*,PIT,RP,RP,Santana,Dennis,Santana,Dennis
594,Amed Rosario,642708,642708,15518,9500,*02yh5*,WSH,2B/OF,2B/SS/ 3B/OF,Rosario,Amed,Rosario,Amed
595,Willy Adames,642715,642715,15986,8971,*03atq*,SF,SS,SS,Adames,Willy,Adames,Willy
596,Sergio Alcantara,642727,642727,16417,9889,*02yh9*,SF,SS,2B/SS/ 3B,Alcantara,Sergio,Alcántara,Sergio
597,Thairo Estrada,642731,642731,16426,9894,*03aay*,COL,2B,2B,Estrada,Thairo,Estrada,Thairo
598,Domingo Acevedo,642758,642758,17092,9896,,ATH,RP,RP,Acevedo,Domingo,,
599,Austin Wynns,642851,642851,15271,9828,*031cs*,CIN,C,C,Wynns,Austin,Wynns,Austin
600,Adam Cimber,643256,643256,15288,10016,*03178*,FA,RP,RP,Cimber,Adam,,
601,Garrett Cooper,643265,643265,15279,9705,*03128*,ATL,1B,1B/OF,Cooper,Garrett,Cooper,Garrett
602,Mauricio Dubon,643289,643289,16530,9802,*03aqw*,HOU,1B/2B/ OF,1B/2B/ SS/3B/OF,Dubon,Mauricio,Dubón,Mauricio
603,Justin Dunn,643290,643290,19268,10261,*041m4*,CHW,SP,SP,Dunn,Justin,Dunn,Justin
604,Kevin Herget,643361,643361,15369,11539,*03at0*,NYM,RP,RP,Herget,Kevin,Herget,Kevin
605,Griffin Jax,643377,643377,20253,11218,*0317q*,MIN,RP,RP,Jax,Griffin,Jax,Griffin
606,Isiah Kiner-Falefa,643396,643396,16512,9863,*031b3*,PIT,2B/SS/ 3B,2B/SS/ 3B,Kiner-Falefa,Isiah,Kiner-Falefa,Isiah
607,Mark Leiter Jr.,643410,643410,15551,9648,*0319c*,NYY,RP,RP,Leiter Jr.,Mark,Leiter Jr.,Mark
608,Jeff McNeil,643446,643446,15362,10061,*0317o*,NYM,2B/OF,2B/OF,McNeil,Jeff,McNeil,Jeff
609,Austin Pruitt,643493,643493,15290,9517,*0315n*,ATH,RP,RP,Pruitt,Austin,Pruitt,Austin
610,Tyler Rogers,643511,643511,15541,10725,*0374m*,SF,RP,RP,Rogers,Tyler,Rogers,Tyler
611,T.J. Zeuch,643615,643615,19269,10689,,CIN,SP,SP,Zeuch,T.J.,,
612,Anderson Severino,644429,644429,20582,11303,,CHW,RP,RP,Severino,Anderson,,
613,Chadwick Tromp,644433,644433,16953,11085,*056c8*,ATL,C,C,Tromp,Chadwick,Tromp,Chadwick
614,Sandy Alcantara,645261,645261,18684,9754,*03btv*,MIA,SP,SP,Alcantara,Sandy,Alcantara,Sandy
615,Victor Robles,645302,645302,18363,9765,*03c65*,SEA,OF,OF,Robles,Victor,Robles,Victor
616,Ali Sanchez,645305,645305,18551,10752,*033lr*,TOR,C,C,Sanchez,Ali,Sánchez,Ali
617,Jose Herrera,645444,645444,17040,11321,*05xz1*,ARI,C,C,Herrera,Jose,Herrera,Jose
618,Mike Ford,645801,645801,15585,9929,*03mgg*,MIN,DH,1B,Ford,Mike,Ford,Mike
619,Rafael Devers,646240,646240,17350,9708,*030uc*,BOS,3B,3B,Devers,Rafael,Devers,Rafael
620,Jhonathan Diaz,646242,646242,20298,11291,*04oc6*,SEA,SP,SP,Diaz,Jhonathan,Díaz,Jhonathan
621,Josh Naylor,647304,647304,18839,10255,*03pjd*,ARI,1B,1B,Naylor,Josh,Naylor,Josh
622,Zach Pop,647315,647315,20185,11183,*03dv0*,TOR,RP,RP,Pop,Zach,Pop,Zach
623,Michael Soroka,647336,647336,18383,9791,*03pjf*,WSH,SP,SP,Soroka,Michael,Soroka,Michael
624,Abraham Toro,647351,647351,19844,10001,*041se*,BOS,3B,1B/2B/ 3B,Toro,Abraham,Toro,Abraham
625,Luis Urias,649966,649966,16622,9922,*03o43*,ATH,2B/3B,2B/3B,Urias,Luis,Urías,Luis
626,Luis Arraez,650333,650333,18568,10481,*03mew*,SD,1B/2B,1B/2B,Arraez,Luis,Arraez,Luis
627,Eloy Jimenez,650391,650391,17484,9782,*030ud*,TB,DH,DH,Jimenez,Eloy,Jiménez,Eloy
628,Willi Castro,650489,650489,17338,9856,*03btu*,MIN,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Castro,Willi,Castro,Willi
629,Yandy Diaz,650490,650490,16578,9639,*03m6o*,TB,1B,1B,Diaz,Yandy,Díaz,Yandy
630,Bryan Abreu,650556,650556,16609,10381,*04tlv*,HOU,RP,RP,Abreu,Bryan,Abreu,Bryan
631,Bryan De La Cruz,650559,650559,19600,11247,*03bud*,ATL,OF,OF,De La Cruz,Bryan,De La Cruz,Bryan
632,Meibrys Viloria,650619,650619,17109,9979,,CLE,C,C,Viloria,Meibrys,,
633,Michael King,650633,650633,19853,10289,*041wv*,SD,SP,SP,King,Michael,King,Michael
634,Aaron Civale,650644,650644,19479,10640,*041qr*,MIL,SP,SP,Civale,Aaron,Civale,Aaron
635,Jose Quijada,650671,650671,19200,10465,*04k0x*,LAA,RP,RP,Quijada,Jose,Quijada,José
636,Luis Rengifo,650859,650859,19858,9609,*03avk*,LAA,2B/3B,2B/3B,Rengifo,Luis,Rengifo,Luis
637,Genesis Cabrera,650893,650893,17490,10447,*040cf*,NYM,RP,RP,Cabrera,Genesis,Cabrera,Génesis
638,Diego Castillo,650895,650895,17496,9903,*041me*,COL,RP,RP,Castillo,Diego,Castillo,Diego
639,Rene Pinto,650907,650907,19859,10950,*040fw*,ARI,C,C,Pinto,Rene,Pinto,René
640,Cristopher Sanchez,650911,650911,20778,10770,*052c8*,PHI,SP,SP,Sanchez,Cristopher,Sánchez,Cristopher
641,Daniel Duarte,650960,650960,17480,11351,*05y12*,MIN,RP,RP,Duarte,Daniel,Duarte,Daniel
642,Yohel Pozo,650968,650968,18848,11262,*03yr2*,STL,DH,DH,Pozo,Yohel,Pozo,Yohel
643,Andruw Monasterio,655316,655316,19455,11797,*04vvy*,MIL,2B/3B,2B/SS/ 3B,Monasterio,Andruw,Monasterio,Andruw
644,Manuel Rodriguez,655889,655889,20794,10778,*05ad7*,TB,RP,RP,Rodriguez,Manuel,Rodríguez,Manuel
645,Carlos Perez,656024,656024,20805,11543,*03mkv*,FA,C,C,Perez,Carlos,,
646,Albert Abreu,656061,656061,17485,9895,,CIN,RP,RP,Abreu,Albert,Abreu,Albert
647,Riley Adams,656180,656180,19864,10850,*04azt*,WSH,C,C,Adams,Riley,Adams,Riley
648,Jalen Beeks,656222,656222,17192,9833,*03djb*,HOU,RP,RP,Beeks,Jalen,Beeks,Jalen
649,Brandon Bielak,656232,656232,19866,11000,*04el1*,ARI,RP,RP,Bielak,Brandon,Bielak,Brandon
650,Jake Bird,656234,656234,21267,11493,*04pqs*,COL,RP,RP,Bird,Jake,Bird,Jake
651,Scott Blewett,656240,656240,16427,10452,*03d7c*,MIN,RP,RP,Blewett,Scott,Blewett,Scott
652,Sean Bouchard,656248,656248,21270,11497,*04ejn*,COL,OF,OF,Bouchard,Sean,Bouchard,Sean
653,Jeff Brigham,656257,656257,16631,10092,*03dbv*,ARI,RP,RP,Brigham,Jeff,Brigham,Jeff
654,J.B. Bukauskas,656266,656266,20491,10221,*03dsj*,MIL,RP,RP,Bukauskas,J.B.,Bukauskas,J.B.
655,Brock Burke,656271,656271,17968,10483,*03dap*,LAA,RP,RP,Burke,Brock,Burke,Brock
656,Griffin Canning,656288,656288,19867,10209,*04eek*,NYM,SP,SP,Canning,Griffin,Canning,Griffin
657,Dylan Cease,656302,656302,18525,10191,*03df2*,SD,SP,SP,Cease,Dylan,Cease,Dylan
658,Michael Chavis,656308,656308,17321,9818,*03d6t*,LAD,2B,2B,Chavis,Michael,Chavis,Michael
659,Austin Davis,656354,656354,17117,10044,,SD,RP,RP,Davis,Austin,Davis,Austin
660,Tommy Doyle,656382,656382,21281,11081,,COL,RP,RP,Doyle,Tommy,Doyle,Tommy
661,Drew Ellis,656403,656403,19873,11249,,FA,1B,1B,Ellis,Drew,,
662,Alex Faedo,656412,656412,19874,10127,*04aec*,TB,RP,RP,Faedo,Alex,Faedo,Alex
663,Stuart Fairchild,656413,656413,20321,10963,*04eel*,CIN,OF,OF,Fairchild,Stuart,Fairchild,Stuart
664,Jack Flaherty,656427,656427,17479,9750,*03d6w*,DET,SP,SP,Flaherty,Jack,Flaherty,Jack
665,Stone Garrett,656448,656448,19273,11538,*03dgh*,WSH,OF,OF,Garrett,Stone,Garrett,Stone
666,Tyler Gilbert,656457,656457,17964,10819,*03qm3*,CHW,RP,RP,Gilbert,Tyler,Gilbert,Tyler
667,Lucas Gilbreath,656458,656458,21290,11177,*04ei1*,COL,RP,RP,Gilbreath,Lucas,Gilbreath,Lucas
668,Kevin Ginkel,656464,656464,19876,10662,*03dpg*,ARI,RP,RP,Ginkel,Kevin,Ginkel,Kevin
669,Chris Gittens,656467,656467,18482,11217,,FA,1B,1B,Gittens,Chris,,
670,Tristan Gray,656484,656484,19877,10952,*04eme*,CHW,SS,SS,Gray,Tristan,Gray,Tristan
671,Sam Hentges,656529,656529,18548,10326,*03dbu*,CLE,RP,RP,Hentges,Sam,Hentges,Sam
672,Derek Hill,656537,656537,16947,10714,*03d6q*,MIA,OF,OF,Hill,Derek,Hill,Derek
673,Sam Hilliard,656541,656541,17954,10457,*03qs6*,COL,OF,OF,Hilliard,Sam,Hilliard,Sam
674,Rhys Hoskins,656555,656555,16472,9725,*03de9*,MIL,1B,1B,Hoskins,Rhys,Hoskins,Rhys
675,Tanner Houck,656557,656557,19879,11068,*03djk*,BOS,SP,SP,Houck,Tanner,Houck,Tanner
676,Alex Jackson,656577,656577,17276,8963,*02yoi*,NYY,C,C,Jackson,Alex,Jackson,Alex
677,Connor Joe,656582,656582,16572,10517,*03d6y*,SD,1B/OF,1B/OF,Joe,Connor,Joe,Connor
678,Mitch Keller,656605,656605,17594,9799,*03d7h*,PIT,SP,SP,Keller,Mitch,Keller,Mitch
679,Mark Kolozsvary,656627,656627,21304,11076,*04eid*,BOS,C,C,Kolozsvary,Mark,Kolozsvary,Mark
680,Michael Kopech,656629,656629,17282,9779,*03d6v*,LAD,RP,RP,Kopech,Michael,Kopech,Michael
681,Alex Lange,656638,656638,19883,11062,*03yui*,DET,RP,RP,Lange,Alex,Lange,Alex
682,Jacob Latz,656641,656641,21306,11266,*03div*,TEX,RP,RP,Latz,Jacob,Latz,Jacob
683,Brock Lundquist,656668,656668,,10607,*04eha*,TOR,OF,OF,Lundquist,Brock,Lundquist,Brock
684,Josh Maciejewski,656671,656671,21310,12073,,MIL,RP,RP,Maciejewski,Josh,Maciejewski,Josh
685,Corbin Martin,656686,656686,19884,10170,*04afj*,BAL,RP,RP,Martin,Corbin,Martin,Corbin
686,Brendan McKay,656713,656713,20186,10148,*04afi*,TB,SP,SP,McKay,Brendan,,
687,Zach McKinstry,656716,656716,19392,9993,*0473m*,DET,SS/3B/ OF,2B/SS/ 3B/OF,McKinstry,Zach,McKinstry,Zach
688,Trevor Megill,656730,656730,17722,10804,*03dau*,MIL,RP,RP,Megill,Trevor,Megill,Trevor
689,Tylor Megill,656731,656731,21318,11227,*04ywk*,NYM,SP,SP,Megill,Tylor,Megill,Tylor
690,Bryce Montes De Oca,656755,656755,21319,11561,*03dnu*,NYM,RP,RP,Montes De Oca,Bryce,Montes De Oca,Bryce
691,Jordan Montgomery,656756,656756,16511,9646,*03dbo*,ARI,SP,SP,Montgomery,Jordan,Montgomery,Jordan
692,Cedric Mullins,656775,656775,17929,10072,*03qr0*,BAL,OF,OF,Mullins,Cedric,Mullins,Cedric
693,Parker Mushinski,656786,656786,21324,11451,*04ei3*,CLE,RP,RP,Mushinski,Parker,Mushinski,Parker
694,Ryan O’Hearn,656811,656811,16442,9824,*03dgq*,BAL,1B/OF,1B/OF,O’Hearn,Ryan,O’Hearn,Ryan
695,Luis F. Ortiz,656814,656814,16942,9825,,NYM,RP,RP,Ortiz,Luis F.,Ortiz,Luis F.
696,Connor Overton,656818,656818,18376,11260,*03doq*,NYM,SP,SP,Overton,Connor,Overton,Connor
697,Nicholas Padilla,656820,656820,21327,11548,*03qra*,PHI,RP,RP,Padilla,Nicholas,Padilla,Nicholas
698,Michael Petersen,656848,656848,20827,12107,*05xz4*,LAA,RP,RP,Petersen,Michael,Petersen,Michael
699,David Peterson,656849,656849,20302,10181,*04g1x*,NYM,SP,SP,Peterson,David,Peterson,David
700,Drew Rasmussen,656876,656876,25385,10807,*04eee*,TB,SP,SP,Rasmussen,Drew,Rasmussen,Drew
701,Jakson Reetz,656883,656883,17837,10967,*03dan*,NYM,C,C,Reetz,Jakson,Reetz,Jakson
702,Sean Reid-Foley,656887,656887,17034,10074,*03d7a*,NYM,RP,RP,Reid-Foley,Sean,Reid-Foley,Sean
703,Emmanuel Rivera,656896,656896,19890,11231,*03qvs*,BAL,1B/3B,1B/3B,Rivera,Emmanuel,Rivera,Emmanuel
704,Jared Robinson,656904,656904,,10594,,ATL,RP,RP,Robinson,Jared,Robinson,Jared
705,Ryder Ryan,656924,656924,19891,11837,*04aja*,PIT,RP,RP,Ryan,Ryder,Ryan,Ryder
706,Tanner Scott,656945,656945,17586,9772,*03dfa*,LAD,RP,RP,Scott,Tanner,Scott,Tanner
707,Pavin Smith,656976,656976,19892,10309,*04alq*,ARI,OF,1B/OF,Smith,Pavin,Smith,Pavin
708,Bennett Sousa,656986,656986,21345,10903,*04puc*,HOU,RP,RP,Sousa,Bennett,Sousa,Bennett
709,Justin Steele,657006,657006,17312,10477,*03deg*,CHC,SP,SP,Steele,Justin,Steele,Justin
710,Trey Supak,657022,657022,sa828707,10473,,TEX,RP,RP,Supak,Trey,Supak,Trey
711,Erik Swanson,657024,657024,16587,10449,*03dgs*,TOR,RP,RP,Swanson,Erik,Swanson,Erik
712,Josh Taylor,657031,657031,17359,10461,*043pf*,KC,RP,RP,Taylor,Josh,,
713,Lane Thomas,657041,657041,16939,10446,*03dei*,CLE,OF,OF,Thomas,Lane,Thomas,Lane
714,Ryan Thompson,657044,657044,16647,10960,*03duu*,ARI,RP,RP,Thompson,Ryan,Thompson,Ryan
715,Cole Tucker,657061,657061,17326,9803,*03d6r*,FA,2B,2B,Tucker,Cole,,
716,Alex Verdugo,657077,657077,17027,9757,*03d7g*,FA,OF,OF,Verdugo,Alex,,
717,Forrest Wall,657088,657088,16496,8944,*03d6z*,SD,OF,OF,Wall,Forrest,Wall,Forrest
718,Jacob Webb,657097,657097,19274,10442,*04y76*,TEX,RP,RP,Webb,Jacob,Webb,Jacob
719,Evan White,657108,657108,20078,10196,*04bpk*,LAA,1B,1B,White,Evan,White,Evan
720,Connor Wong,657136,657136,19896,10937,*04efi*,BOS,C,C/1B,Wong,Connor,Wong,Connor
721,Kyle Wright,657140,657140,19665,10093,*04aed*,KC,SP,SP,Wright,Kyle,Wright,Kyle
722,Eddy Alvarez,657193,657193,16959,10836,*03mpn*,ATL,3B,3B,Alvarez,Eddy,Alvarez,Eddy
723,Julian Merryweather,657240,657240,16703,9859,*03deo*,CHC,RP,RP,Merryweather,Julian,Merryweather,Julian
724,Brian O’Keefe,657247,657247,16680,10865,*03dg6*,KC,C,C,O’Keefe,Brian,O’Keefe,Brian
725,Glenn Otto,657248,657248,21366,11269,*04egl*,HOU,RP,RP,Otto,Glenn,Otto,Glenn
726,Peter Strzelecki,657265,657265,21367,11481,*061mp*,PIT,RP,RP,Strzelecki,Peter,Strzelecki,Peter
727,Logan Webb,657277,657277,17995,10480,*03dbm*,SF,SP,SP,Webb,Logan,Webb,Logan
728,Clarke Schmidt,657376,657376,19899,10165,*04ee7*,NYY,SP,SP,Schmidt,Clarke,Schmidt,Clarke
729,Matt Gage,657424,657424,17381,11488,,DET,RP,RP,Gage,Matt,Gage,Matt
730,Brennan Bernardino,657514,657514,16835,11522,*061t3*,BOS,RP,RP,Bernardino,Brennan,Bernardino,Brennan
731,Paul DeJong,657557,657557,18015,9666,*03qkh*,WSH,SS/3B,SS/3B,DeJong,Paul,DeJong,Paul
732,Caleb Ferguson,657571,657571,19349,10041,*043r7*,PIT,RP,RP,Ferguson,Caleb,Ferguson,Caleb
733,Reed Garrett,657585,657585,16866,10511,*03dpt*,NYM,RP,RP,Garrett,Reed,Garrett,Reed
734,Tim Hill,657612,657612,16814,9980,*04022*,NYY,RP,RP,Hill,Tim,Hill,Tim
735,Jared Koenig,657649,657649,27517,11489,*05ylp*,MIL,RP,RP,Koenig,Jared,Koenig,Jared
736,Ramon Laureano,657656,657656,17128,9919,*03dp8*,BAL,OF,OF,Laureano,Ramon,Laureano,Ramón
737,Vinny Nittoli,657697,657697,16754,11222,,MIL,RP,RP,Nittoli,Vinny,Nittoli,Vinny
738,Antonio Nunez,657701,657701,,9969,,TEX,SS,SS,Nunez,Antonio,Nunez,Antonio
739,Michael Papierski,657709,657709,21386,10993,,SEA,C,C,Papierski,Michael,Papierski,Michael
